trip_id,driver_id,zone,hour,trip_duration_min,distance_miles,delivery_success,delay_min,vehicle_type,speed_mph,time_of_day,is_delayed
3983,3,West,11,16.5,4.77,1,9.7,Car,17.35,Morning,0
3984,14,South,10,26.4,1.59,1,2.1,Van,3.61,Morning,0
3985,60,South,13,26.1,4.29,0,3.3,Van,9.86,Afternoon,0
3986,77,North,21,36.6,5.25,0,3.0,Van,8.61,Late Night,0
3987,45,South,19,7.2,6.91,0,1.4,Van,57.58,Evening,0
3988,96,East,12,15.7,3.63,1,2.7,Car,13.87,Afternoon,0
3989,34,South,1,19.0,6.27,1,0.1,Bike,19.8,Night,0
3990,45,Downtown,19,28.9,4.96,1,3.6,Bike,10.3,Evening,0
3991,61,East,6,53.9,4.26,0,6.4,Bike,4.74,Morning,0
3992,83,North,0,30.9,6.75,1,2.3,Bike,13.11,Night,0
3993,16,East,2,22.3,3.11,0,6.9,Bike,8.37,Night,0
3994,66,Downtown,19,12.9,6.89,0,6.9,Car,32.05,Evening,0
3995,40,Downtown,11,11.6,2.72,1,20.7,Car,14.07,Morning,1
3996,17,South,4,34.0,3.85,1,3.9,Bike,6.79,Night,0
3997,34,South,11,17.1,4.23,1,2.6,Car,14.84,Morning,0
3998,16,West,2,21.5,4.78,1,5.1,Car,13.34,Night,0
3999,60,East,19,41.6,0.5,0,4.9,Car,0.72,Evening,0
4000,66,West,4,7.9,5.21,1,21.8,Van,39.57,Night,1
4001,66,Downtown,0,27.7,1.35,0,6.1,Bike,2.92,Night,0
4002,90,South,15,16.0,5.34,1,1.8,Van,20.02,Afternoon,0
4003,13,South,8,41.4,5.55,1,1.0,Car,8.04,Morning,0
4004,56,South,9,15.6,6.95,1,7.9,Van,26.73,Morning,0
4005,31,North,9,31.7,2.33,1,1.0,Car,4.41,Morning,0
4006,34,Downtown,12,6.9,5.46,1,4.9,Bike,47.48,Afternoon,0
4007,39,South,15,40.5,4.9,1,0.7,Bike,7.26,Afternoon,0
4008,67,Downtown,19,34.2,3.86,1,6.3,Car,6.77,Evening,0
4009,8,South,3,19.4,2.85,1,7.6,Car,8.81,Night,0
4010,87,East,13,28.9,5.16,1,23.3,Van,10.71,Afternoon,1
4011,78,Downtown,16,34.6,7.67,1,15.4,Van,13.3,Afternoon,1
4012,55,West,4,26.5,4.52,1,6.3,Car,10.23,Night,0
4013,27,North,12,21.1,7.51,1,1.6,Van,21.36,Afternoon,0
4014,93,West,2,24.0,7.29,1,0.2,Bike,18.22,Night,0
4015,53,Downtown,4,26.1,0.72,1,4.1,Van,1.66,Night,0
4016,39,South,15,25.6,3.28,1,7.3,Van,7.69,Afternoon,0
4017,65,Downtown,18,29.3,3.9,1,0.1,Van,7.99,Evening,0
4018,17,North,18,14.8,7.65,1,3.7,Bike,31.01,Evening,0
4019,30,Downtown,16,18.5,4.96,1,10.7,Bike,16.09,Afternoon,1
4020,53,South,17,21.1,7.58,1,5.1,Car,21.55,Evening,0
4021,13,West,17,29.7,4.73,1,5.8,Van,9.56,Evening,0
4022,21,East,22,9.7,7.64,1,3.2,Van,47.26,Late Night,0
4023,19,West,7,26.5,5.9,0,14.3,Van,13.36,Morning,1
4024,53,South,17,32.8,4.81,1,2.3,Bike,8.8,Evening,0
4025,19,South,8,25.5,7.35,1,2.4,Van,17.29,Morning,0
4026,57,North,18,25.8,3.99,1,3.6,Car,9.28,Evening,0
4027,25,Downtown,9,22.0,9.04,1,4.4,Car,24.65,Morning,0
4028,86,Downtown,1,25.6,2.08,1,3.9,Bike,4.88,Night,0
4029,31,West,16,20.6,4.14,1,8.5,Van,12.06,Afternoon,0
4030,81,East,23,23.3,5.2,1,9.0,Van,13.39,Late Night,0
4031,55,East,12,20.6,3.52,1,0.7,Van,10.25,Afternoon,0
4032,23,North,10,23.2,5.79,1,4.5,Van,14.97,Morning,0
4033,32,South,15,21.8,4.76,1,20.6,Van,13.1,Afternoon,1
4034,62,North,19,13.2,5.66,1,4.6,Bike,25.73,Evening,0
4035,74,Downtown,6,9.9,3.22,1,5.8,Bike,19.52,Morning,0
4036,10,South,2,25.8,2.97,1,9.9,Car,6.91,Night,0
4037,100,North,15,31.0,4.94,1,10.1,Bike,9.56,Afternoon,1
4038,72,West,18,40.5,6.46,1,0.1,Car,9.57,Evening,0
4039,54,Downtown,19,36.0,8.69,1,1.4,Van,14.48,Evening,0
4040,52,East,15,34.0,1.35,1,9.9,Van,2.38,Afternoon,0
4041,20,North,1,27.3,4.61,1,5.5,Van,10.13,Night,0
4042,32,Downtown,13,26.2,5.89,1,5.0,Car,13.49,Afternoon,0
4043,14,Downtown,19,17.1,5.73,1,9.8,Van,20.11,Evening,0
4044,50,East,9,16.0,2.56,1,8.2,Van,9.6,Morning,0
4045,28,East,18,26.9,3.55,1,7.0,Van,7.92,Evening,0
4046,53,East,23,16.7,4.97,1,0.2,Car,17.86,Late Night,0
4047,24,North,10,24.1,10.37,1,7.6,Van,25.82,Morning,0
4048,79,East,17,5.0,6.89,1,1.1,Bike,82.68,Evening,0
4049,22,West,10,29.7,5.7,1,0.1,Car,11.52,Morning,0
4050,30,Downtown,8,14.7,0.5,1,3.4,Van,2.04,Morning,0
4051,63,East,18,10.7,2.37,1,14.3,Car,13.29,Evening,1
4052,4,Downtown,19,32.2,2.54,0,10.9,Van,4.73,Evening,1
4053,77,South,9,34.6,5.72,1,20.1,Van,9.92,Morning,1
4054,59,South,2,24.2,4.73,1,1.4,Van,11.73,Night,0
4055,87,East,2,17.8,3.73,1,5.9,Bike,12.57,Night,0
4056,8,Downtown,23,32.2,5.67,1,0.3,Car,10.57,Late Night,0
4057,82,South,7,17.3,1.98,1,8.1,Bike,6.87,Morning,0
4058,12,East,5,23.4,3.37,1,3.7,Bike,8.64,Night,0
4059,31,Downtown,19,38.5,4.87,1,28.0,Van,7.59,Evening,1
4060,78,East,0,28.8,8.74,1,1.4,Van,18.21,Night,0
4061,34,Downtown,19,24.5,6.79,1,7.7,Van,16.63,Evening,0
4062,82,South,23,22.2,5.86,1,0.9,Van,15.84,Late Night,0
4063,98,East,5,25.4,4.2,0,1.7,Bike,9.92,Night,0
4064,75,South,1,27.7,4.96,1,1.8,Van,10.74,Night,0
4065,76,East,18,13.7,7.43,1,4.3,Bike,32.54,Evening,0
4066,49,North,6,37.1,8.65,1,2.3,Bike,13.99,Morning,0
4067,79,South,10,20.4,4.52,0,2.9,Van,13.29,Morning,0
4068,57,South,10,23.0,5.9,1,3.7,Car,15.39,Morning,0
4069,95,West,3,33.1,6.83,0,0.3,Car,12.38,Night,0
4070,93,South,19,23.6,5.82,1,5.5,Van,14.8,Evening,0
4071,26,Downtown,15,33.8,2.38,1,5.2,Van,4.22,Afternoon,0
4072,18,East,4,24.5,3.51,1,16.7,Van,8.6,Night,1
4073,96,North,23,26.0,6.48,1,0.7,Bike,14.95,Late Night,0
4074,86,Downtown,6,27.2,3.87,1,0.2,Bike,8.54,Morning,0
4075,38,Downtown,15,28.7,8.59,1,0.7,Bike,17.96,Afternoon,0
4076,81,Downtown,14,30.6,4.38,0,2.7,Bike,8.59,Afternoon,0
4077,87,Downtown,4,35.5,2.33,1,1.2,Van,3.94,Night,0
4078,88,North,0,34.9,7.07,0,1.2,Car,12.15,Night,0
4079,50,West,19,17.1,4.28,1,10.2,Car,15.02,Evening,1
4080,8,South,21,39.5,4.44,1,2.0,Bike,6.74,Late Night,0
4081,41,Downtown,21,8.0,6.74,1,2.7,Van,50.55,Late Night,0
4082,6,South,8,18.7,3.02,1,5.8,Bike,9.69,Morning,0
4083,69,South,20,23.6,5.16,0,2.1,Car,13.12,Evening,0
4084,44,Downtown,4,13.3,2.58,1,4.0,Car,11.64,Night,0
4085,64,West,21,27.8,5.15,1,3.7,Car,11.12,Late Night,0
4086,29,South,5,32.4,1.72,0,1.5,Car,3.19,Night,0
4087,28,East,2,17.9,3.32,1,6.3,Car,11.13,Night,0
4088,11,South,5,29.6,6.8,0,9.0,Bike,13.78,Night,0
4089,65,Downtown,7,33.4,7.59,1,7.6,Bike,13.63,Morning,0
4090,19,North,5,5.6,3.23,1,2.5,Van,34.61,Night,0
4091,9,South,15,26.7,3.21,1,13.5,Bike,7.21,Afternoon,1
4092,27,West,15,28.7,5.2,1,11.5,Bike,10.87,Afternoon,1
4093,34,East,20,15.8,3.38,1,1.6,Van,12.84,Evening,0
4094,44,East,2,13.1,6.88,1,0.7,Bike,31.51,Night,0
4095,68,North,16,18.1,2.22,1,11.2,Car,7.36,Afternoon,1
4096,100,North,20,23.1,3.75,1,6.8,Van,9.74,Evening,0
4097,82,South,5,17.5,8.62,1,1.9,Van,29.55,Night,0
4098,15,Downtown,5,30.6,5.76,1,1.8,Bike,11.29,Night,0
4099,51,West,21,29.3,6.17,1,1.9,Van,12.63,Late Night,0
4100,13,East,18,28.8,4.62,1,9.9,Car,9.62,Evening,0
4101,83,North,19,37.6,2.08,1,1.4,Bike,3.32,Evening,0
4102,49,West,14,31.5,8.1,1,5.3,Van,15.43,Afternoon,0
4103,70,Downtown,18,27.8,5.39,1,9.0,Car,11.63,Evening,0
4104,56,East,1,12.8,6.9,1,2.4,Bike,32.34,Night,0
4105,76,East,7,36.6,4.45,1,0.3,Bike,7.3,Morning,0
4106,51,Downtown,6,37.7,4.95,1,7.1,Van,7.88,Morning,0
4107,37,East,7,21.7,4.2,1,0.1,Van,11.61,Morning,0
4108,17,Downtown,12,16.9,5.41,1,8.9,Bike,19.21,Afternoon,0
4109,58,East,21,32.5,4.06,1,2.2,Van,7.5,Late Night,0
4110,87,South,14,6.8,3.28,1,8.1,Car,28.94,Afternoon,0
4111,90,Downtown,11,29.0,4.6,1,3.9,Car,9.52,Morning,0
4112,29,West,14,40.0,6.06,1,2.2,Car,9.09,Afternoon,0
4113,33,South,13,21.2,7.33,0,11.5,Bike,20.75,Afternoon,1
4114,60,West,6,27.4,2.31,1,7.3,Van,5.06,Morning,0
4115,91,East,16,26.0,6.77,1,0.4,Bike,15.62,Afternoon,0
4116,89,West,4,35.4,3.6,1,13.3,Van,6.1,Night,1
4117,55,South,19,26.1,2.98,1,3.1,Van,6.85,Evening,0
4118,10,Downtown,9,21.6,3.09,1,0.8,Van,8.58,Morning,0
4119,47,North,18,9.8,10.21,1,7.4,Car,62.51,Evening,0
4120,23,West,17,25.9,6.49,1,3.6,Car,15.03,Evening,0
4121,85,North,23,24.3,2.7,1,5.6,Bike,6.67,Late Night,0
4122,21,West,9,5.0,3.9,1,5.9,Bike,46.8,Morning,0
4123,13,West,1,14.9,2.29,1,1.1,Car,9.22,Night,0
4124,33,Downtown,5,19.0,2.35,1,17.7,Bike,7.42,Night,1
4125,24,East,2,19.0,2.28,1,0.6,Car,7.2,Night,0
4126,11,South,18,24.7,2.92,1,4.7,Van,7.09,Evening,0
4127,17,South,4,23.9,6.53,1,0.8,Van,16.39,Night,0
4128,68,South,6,24.4,7.13,1,10.5,Van,17.53,Morning,1
4129,47,East,6,47.6,3.16,1,1.0,Van,3.98,Morning,0
4130,25,North,9,20.6,4.17,1,2.9,Car,12.15,Morning,0
4131,94,South,0,16.3,6.68,1,0.5,Car,24.59,Night,0
4132,73,North,10,40.7,5.07,1,3.0,Van,7.47,Morning,0
4133,21,East,22,39.6,5.7,1,0.0,Van,8.64,Late Night,0
4134,84,East,6,14.2,3.96,1,2.9,Van,16.73,Morning,0
4135,83,Downtown,5,37.1,8.06,1,5.8,Car,13.04,Night,0
4136,83,South,5,6.5,8.43,1,1.0,Van,77.82,Night,0
4137,12,Downtown,12,53.7,6.45,1,4.0,Car,7.21,Afternoon,0
4138,37,South,15,42.8,3.8,1,3.2,Car,5.33,Afternoon,0
4139,42,East,12,30.3,2.37,1,2.0,Car,4.69,Afternoon,0
4140,17,East,1,33.6,8.49,1,5.6,Bike,15.16,Night,0
4141,48,West,18,29.4,5.65,0,26.6,Car,11.53,Evening,1
4142,28,West,18,18.4,5.24,0,13.9,Car,17.09,Evening,1
4143,41,East,18,37.0,6.42,0,17.5,Car,10.41,Evening,1
4144,99,East,17,38.6,5.05,1,0.1,Car,7.85,Evening,0
4145,47,North,5,17.7,4.47,1,1.5,Bike,15.15,Night,0
4146,18,North,1,24.7,9.43,1,12.8,Car,22.91,Night,1
4147,78,Downtown,18,12.7,7.36,1,0.2,Car,34.77,Evening,0
4148,99,West,5,24.5,8.32,1,2.3,Bike,20.38,Night,0
4149,71,West,19,22.3,8.16,1,5.3,Bike,21.96,Evening,0
4150,13,East,22,37.5,1.03,1,20.4,Van,1.65,Late Night,1
4151,82,East,21,41.0,6.66,0,1.6,Car,9.75,Late Night,0
4152,13,Downtown,14,14.4,6.0,1,7.2,Bike,25.0,Afternoon,0
4153,100,West,5,32.7,3.77,1,5.4,Van,6.92,Night,0
4154,31,North,2,33.8,10.88,1,4.8,Van,19.31,Night,0
4155,2,South,10,7.5,5.31,1,6.8,Bike,42.48,Morning,0
4156,16,Downtown,7,34.7,3.97,1,1.5,Car,6.86,Morning,0
4157,9,South,21,10.2,4.73,1,2.1,Van,27.82,Late Night,0
4158,73,North,17,19.9,6.24,1,4.1,Car,18.81,Evening,0
4159,38,North,16,16.0,5.89,1,2.9,Van,22.09,Afternoon,0
4160,75,South,18,9.3,3.95,1,6.4,Car,25.48,Evening,0
4161,54,Downtown,18,36.0,6.68,0,8.1,Bike,11.13,Evening,0
4162,56,South,23,15.6,5.07,1,3.8,Van,19.5,Late Night,0
4163,86,Downtown,20,21.0,4.5,1,2.5,Car,12.86,Evening,0
4164,97,Downtown,16,24.9,4.58,0,12.1,Bike,11.04,Afternoon,1
4165,100,East,3,32.4,2.67,1,6.9,Car,4.94,Night,0
4166,87,West,6,15.3,3.07,0,5.6,Bike,12.04,Morning,0
4167,45,West,4,29.9,2.89,0,0.3,Van,5.8,Night,0
4168,34,North,15,22.7,0.5,0,3.8,Car,1.32,Afternoon,0
4169,9,East,5,14.9,5.68,0,0.6,Van,22.87,Night,0
4170,88,West,13,35.2,2.96,1,5.4,Car,5.05,Afternoon,0
4171,8,Downtown,19,45.8,4.17,1,1.8,Car,5.46,Evening,0
4172,7,Downtown,1,27.0,4.4,1,6.7,Van,9.78,Night,0
4173,36,South,17,18.9,3.03,1,7.5,Van,9.62,Evening,0
4174,18,South,17,17.6,4.27,1,1.8,Bike,14.56,Evening,0
4175,3,Downtown,12,33.1,5.16,1,18.7,Van,9.35,Afternoon,1
4176,28,Downtown,17,25.1,3.61,1,3.6,Bike,8.63,Evening,0
4177,70,South,16,14.4,3.17,1,1.2,Bike,13.21,Afternoon,0
4178,44,West,12,8.1,3.78,1,7.5,Van,28.0,Afternoon,0
4179,21,North,11,28.8,6.9,1,7.2,Car,14.38,Morning,0
4180,28,South,2,12.3,3.86,0,2.7,Bike,18.83,Night,0
4181,54,West,21,21.0,5.34,1,5.4,Bike,15.26,Late Night,0
4182,54,West,6,41.3,4.0,1,0.1,Van,5.81,Morning,0
4183,65,West,0,16.7,4.79,0,1.7,Car,17.21,Night,0
4184,100,East,4,35.5,6.7,1,10.7,Van,11.32,Night,1
4185,21,East,20,14.8,3.2,1,1.3,Van,12.97,Evening,0
4186,99,West,0,33.7,9.46,1,11.8,Car,16.84,Night,1
4187,13,Downtown,3,30.8,5.71,1,4.3,Van,11.12,Night,0
4188,57,East,0,29.9,5.41,1,11.7,Van,10.86,Night,1
4189,49,South,12,18.9,2.9,1,0.7,Car,9.21,Afternoon,0
4190,54,East,13,31.4,6.3,1,3.1,Bike,12.04,Afternoon,0
4191,10,Downtown,14,28.7,8.33,1,1.8,Bike,17.41,Afternoon,0
4192,53,North,16,43.9,3.49,1,10.9,Bike,4.77,Afternoon,1
4193,44,East,11,18.8,2.99,1,2.1,Van,9.54,Morning,0
4194,47,West,6,37.9,5.09,1,4.4,Van,8.06,Morning,0
4195,53,West,22,16.0,2.98,0,8.8,Car,11.18,Late Night,0
4196,74,West,18,22.6,4.1,1,1.3,Bike,10.88,Evening,0
4197,46,North,22,18.6,6.67,0,0.2,Car,21.52,Late Night,0
4198,13,Downtown,2,20.0,8.54,1,3.4,Van,25.62,Night,0
4199,37,South,17,23.4,6.76,1,5.8,Bike,17.33,Evening,0
4200,24,Downtown,3,39.4,3.28,1,6.4,Bike,4.99,Night,0
4201,2,North,2,29.6,4.45,1,2.7,Car,9.02,Night,0
4202,86,West,11,37.3,4.3,1,0.4,Car,6.92,Morning,0
4203,81,Downtown,22,25.1,5.2,1,2.6,Bike,12.43,Late Night,0
4204,100,South,11,37.8,6.77,1,0.7,Bike,10.75,Morning,0
4205,14,West,16,27.3,3.4,1,0.4,Van,7.47,Afternoon,0
4206,10,South,5,17.1,9.38,1,1.8,Car,32.91,Night,0
4207,35,East,14,35.6,2.92,1,7.5,Car,4.92,Afternoon,0
4208,25,South,1,39.8,3.34,1,7.3,Bike,5.04,Night,0
4209,3,West,7,31.4,3.4,0,4.7,Car,6.5,Morning,0
4210,17,East,13,33.3,9.92,1,8.8,Car,17.87,Afternoon,0
4211,12,West,4,37.8,8.27,1,3.5,Bike,13.13,Night,0
4212,54,West,2,22.3,3.37,1,1.4,Bike,9.07,Night,0
4213,24,East,9,17.8,4.08,1,4.2,Car,13.75,Morning,0
4214,29,South,6,28.6,4.81,1,12.8,Car,10.09,Morning,1
4215,43,North,10,42.3,4.04,0,0.2,Bike,5.73,Morning,0
4216,25,North,14,28.0,6.8,1,16.7,Bike,14.57,Afternoon,1
4217,100,North,1,31.3,5.98,0,6.8,Van,11.46,Night,0
4218,60,North,4,25.7,5.41,1,5.8,Car,12.63,Night,0
4219,90,Downtown,10,27.9,6.64,1,4.8,Bike,14.28,Morning,0
4220,65,North,7,19.7,5.88,0,1.5,Car,17.91,Morning,0
4221,84,East,12,30.5,6.35,1,10.8,Van,12.49,Afternoon,1
4222,28,North,10,33.8,5.35,1,17.8,Van,9.5,Morning,1
4223,16,West,16,10.0,8.44,1,12.9,Car,50.64,Afternoon,1
4224,47,North,14,10.0,5.26,1,0.6,Van,31.56,Afternoon,0
4225,81,South,0,7.5,4.7,1,6.7,Van,37.6,Night,0
4226,92,East,18,39.8,6.6,1,4.1,Car,9.95,Evening,0
4227,58,East,15,15.8,6.14,1,7.8,Bike,23.32,Afternoon,0
4228,76,Downtown,18,28.5,4.96,1,2.2,Van,10.44,Evening,0
4229,27,West,12,42.9,1.72,1,15.7,Bike,2.41,Afternoon,1
4230,53,East,22,28.3,7.82,1,1.9,Car,16.58,Late Night,0
4231,42,South,21,30.1,7.48,1,6.7,Van,14.91,Late Night,0
4232,59,North,22,16.6,3.3,0,3.5,Car,11.93,Late Night,0
4233,47,East,3,28.3,5.83,1,4.8,Bike,12.36,Night,0
4234,94,South,10,15.0,3.95,1,0.6,Car,15.8,Morning,0
4235,34,North,17,6.0,6.06,1,4.7,Car,60.6,Evening,0
4236,37,Downtown,17,25.5,7.23,1,4.1,Bike,17.01,Evening,0
4237,6,East,9,28.2,4.74,1,6.3,Bike,10.09,Morning,0
4238,7,East,16,19.7,6.42,1,1.7,Van,19.55,Afternoon,0
4239,96,South,12,17.5,2.18,0,8.9,Car,7.47,Afternoon,0
4240,96,West,13,22.9,3.28,1,14.5,Car,8.59,Afternoon,1
4241,25,Downtown,6,17.7,6.8,0,10.7,Bike,23.05,Morning,1
4242,33,West,9,32.4,3.72,1,2.5,Car,6.89,Morning,0
4243,55,East,2,29.5,3.35,1,7.2,Bike,6.81,Night,0
4244,58,West,1,41.3,3.55,1,2.3,Van,5.16,Night,0
4245,7,North,18,21.4,2.84,1,9.9,Van,7.96,Evening,0
4246,57,Downtown,6,25.7,7.01,1,2.4,Car,16.37,Morning,0
4247,12,West,4,26.7,7.16,1,1.0,Bike,16.09,Night,0
4248,16,North,2,21.3,3.48,1,3.4,Bike,9.8,Night,0
4249,80,South,1,5.2,2.79,1,0.7,Car,32.19,Night,0
4250,43,West,22,29.4,4.81,1,4.4,Bike,9.82,Late Night,0
4251,100,Downtown,21,48.3,2.66,1,4.3,Car,3.3,Late Night,0
4252,77,North,5,35.0,6.41,1,3.4,Car,10.99,Night,0
4253,7,West,13,44.6,5.02,0,4.6,Bike,6.75,Afternoon,0
4254,100,South,6,34.0,4.27,1,18.5,Car,7.54,Morning,1
4255,51,West,21,23.5,7.04,1,2.4,Bike,17.97,Late Night,0
4256,73,North,1,31.0,3.11,0,2.7,Car,6.02,Night,0
4257,32,West,10,35.7,4.15,1,1.6,Car,6.97,Morning,0
4258,75,Downtown,20,9.0,2.61,1,1.0,Van,17.4,Evening,0
4259,8,East,2,29.4,2.24,1,1.7,Car,4.57,Night,0
4260,97,North,8,24.0,3.19,0,1.2,Bike,7.98,Morning,0
4261,87,North,7,39.8,3.38,1,2.8,Van,5.1,Morning,0
4262,89,North,10,28.7,3.2,1,1.3,Car,6.69,Morning,0
4263,72,North,17,5.0,4.82,1,3.6,Van,57.84,Evening,0
4264,45,West,0,29.4,4.8,1,1.7,Van,9.8,Night,0
4265,86,Downtown,14,5.0,1.9,1,2.8,Van,22.8,Afternoon,0
4266,59,South,3,37.7,6.59,1,0.7,Bike,10.49,Night,0
4267,4,Downtown,3,17.3,1.97,1,0.9,Car,6.83,Night,0
4268,67,North,9,13.7,1.54,1,4.8,Van,6.74,Morning,0
4269,29,West,10,17.3,7.07,1,4.2,Car,24.52,Morning,0
4270,29,West,17,16.1,2.79,1,0.9,Van,10.4,Evening,0
4271,98,North,22,23.4,5.71,0,1.7,Car,14.64,Late Night,0
4272,98,West,14,16.4,3.83,1,1.3,Car,14.01,Afternoon,0
4273,28,North,2,22.0,2.99,1,8.0,Bike,8.15,Night,0
4274,77,Downtown,6,9.6,2.63,1,2.3,Car,16.44,Morning,0
4275,79,East,6,22.5,5.76,0,2.6,Van,15.36,Morning,0
4276,87,West,16,39.2,3.13,1,5.5,Car,4.79,Afternoon,0
4277,44,North,21,20.5,7.19,0,2.0,Van,21.04,Late Night,0
4278,90,North,19,31.2,1.95,1,2.4,Car,3.75,Evening,0
4279,4,West,23,12.4,7.83,1,8.0,Van,37.89,Late Night,0
4280,90,South,15,30.8,0.84,1,7.9,Van,1.64,Afternoon,0
4281,9,North,15,36.4,5.57,1,4.6,Van,9.18,Afternoon,0
4282,5,West,7,39.3,2.65,1,4.1,Van,4.05,Morning,0
4283,56,North,2,27.0,1.82,1,1.0,Bike,4.04,Night,0
4284,96,South,19,31.7,4.8,1,3.2,Bike,9.09,Evening,0
4285,84,East,14,12.2,6.35,0,1.6,Van,31.23,Afternoon,0
4286,50,South,0,21.2,4.61,1,6.5,Car,13.05,Night,0
4287,75,Downtown,9,17.0,4.91,1,4.9,Van,17.33,Morning,0
4288,15,West,1,28.3,5.41,1,2.4,Van,11.47,Night,0
4289,32,South,6,19.7,6.23,1,3.8,Bike,18.97,Morning,0
4290,28,East,13,31.9,8.29,1,2.7,Van,15.59,Afternoon,0
4291,22,North,15,49.7,3.51,0,0.8,Van,4.24,Afternoon,0
4292,17,West,14,31.2,5.96,0,7.6,Bike,11.46,Afternoon,0
4293,59,South,6,39.1,3.85,1,11.4,Van,5.91,Morning,1
4294,90,East,12,13.2,4.65,1,13.3,Bike,21.14,Afternoon,1
4295,71,South,9,24.2,6.36,0,7.8,Car,15.77,Morning,0
4296,57,Downtown,8,27.2,5.36,1,8.6,Van,11.82,Morning,0
4297,26,West,8,25.7,3.51,1,0.3,Car,8.19,Morning,0
4298,25,North,5,43.4,5.21,1,7.6,Van,7.2,Night,0
4299,10,East,23,17.6,5.71,0,1.8,Van,19.47,Late Night,0
4300,45,South,11,28.2,6.26,0,0.7,Car,13.32,Morning,0
4301,83,West,22,5.0,7.28,1,3.7,Van,87.36,Late Night,0
4302,11,South,19,29.2,8.58,1,4.2,Van,17.63,Evening,0
4303,77,West,19,30.1,5.01,1,3.3,Bike,9.99,Evening,0
4304,53,Downtown,21,24.5,2.79,1,5.3,Van,6.83,Late Night,0
4305,72,South,13,29.0,5.63,1,6.3,Bike,11.65,Afternoon,0
4306,68,Downtown,19,19.4,2.32,1,0.7,Bike,7.18,Evening,0
4307,95,East,6,12.8,8.8,1,4.8,Van,41.25,Morning,0
4308,28,Downtown,7,15.1,3.89,1,0.3,Car,15.46,Morning,0
4309,75,West,7,16.5,6.97,1,3.0,Van,25.35,Morning,0
4310,65,East,7,12.1,5.63,1,0.5,Van,27.92,Morning,0
4311,49,South,1,11.7,5.49,1,3.0,Car,28.15,Night,0
4312,47,South,13,16.7,1.84,1,1.0,Bike,6.61,Afternoon,0
4313,52,West,9,21.4,3.42,1,6.6,Bike,9.59,Morning,0
4314,88,North,17,26.3,4.21,1,11.5,Van,9.6,Evening,1
4315,54,North,17,12.8,4.25,1,0.9,Car,19.92,Evening,0
4316,60,South,17,15.7,5.19,1,6.7,Bike,19.83,Evening,0
4317,57,West,15,18.9,3.68,1,0.8,Van,11.68,Afternoon,0
4318,47,North,19,29.4,5.98,1,2.8,Car,12.2,Evening,0
4319,31,Downtown,4,13.0,4.81,1,4.9,Car,22.2,Night,0
4320,46,South,19,19.8,6.31,0,3.9,Car,19.12,Evening,0
4321,26,Downtown,4,34.7,2.03,1,0.3,Car,3.51,Night,0
4322,5,West,19,17.1,6.56,1,2.3,Van,23.02,Evening,0
4323,84,Downtown,22,12.5,8.26,1,3.2,Van,39.65,Late Night,0
4324,52,North,9,24.1,4.68,1,2.5,Van,11.65,Morning,0
4325,75,North,16,16.7,7.41,1,5.5,Van,26.62,Afternoon,0
4326,54,East,12,5.0,4.94,1,11.0,Car,59.28,Afternoon,1
4327,33,South,16,27.0,4.16,1,5.5,Car,9.24,Afternoon,0
4328,50,West,17,33.7,5.42,1,4.5,Car,9.65,Evening,0
4329,38,South,12,24.8,8.14,1,0.8,Bike,19.69,Afternoon,0
4330,27,Downtown,16,35.4,7.98,1,2.1,Bike,13.53,Afternoon,0
4331,98,West,14,31.4,1.94,1,4.0,Bike,3.71,Afternoon,0
4332,15,West,11,16.5,2.94,1,13.6,Car,10.69,Morning,1
4333,96,North,9,45.5,4.83,1,1.8,Van,6.37,Morning,0
4334,61,Downtown,12,28.2,3.59,1,2.1,Bike,7.64,Afternoon,0
4335,21,North,10,29.3,5.76,1,4.5,Bike,11.8,Morning,0
4336,46,North,2,15.1,4.72,0,11.5,Car,18.75,Night,1
4337,69,East,21,9.5,4.09,1,3.9,Van,25.83,Late Night,0
4338,6,North,9,14.2,8.95,1,1.0,Car,37.82,Morning,0
4339,38,South,10,34.2,6.57,1,0.4,Car,11.53,Morning,0
4340,62,West,5,42.1,6.43,0,11.0,Car,9.16,Night,1
4341,86,North,0,27.9,3.39,1,5.5,Van,7.29,Night,0
4342,62,South,5,25.9,4.93,0,1.2,Bike,11.42,Night,0
4343,82,Downtown,4,34.7,4.73,1,6.4,Van,8.18,Night,0
4344,78,West,6,38.8,5.19,0,6.4,Bike,8.03,Morning,0
4345,74,Downtown,21,10.5,4.12,1,7.4,Bike,23.54,Late Night,0
4346,46,South,11,41.3,6.85,1,11.1,Car,9.95,Morning,1
4347,13,Downtown,11,21.2,7.66,1,0.8,Van,21.68,Morning,0
4348,95,Downtown,6,35.8,6.53,1,15.7,Van,10.94,Morning,1
4349,94,Downtown,1,14.3,4.8,0,32.6,Bike,20.14,Night,1
4350,3,North,0,35.3,4.19,1,0.1,Van,7.12,Night,0
4351,94,North,22,10.7,7.16,1,0.5,Car,40.15,Late Night,0
4352,6,North,17,36.2,5.65,1,2.8,Car,9.36,Evening,0
4353,93,West,11,31.4,6.11,1,0.2,Bike,11.68,Morning,0
4354,8,South,6,9.3,5.61,1,6.6,Van,36.19,Morning,0
4355,44,North,18,37.8,3.51,1,5.3,Bike,5.57,Evening,0
4356,33,Downtown,21,15.2,8.13,1,7.5,Van,32.09,Late Night,0
